t,u,y
31.90000000,1.08388567,591.42864990
31.92000000,1.08388567,585.00006104
31.94000000,1.08388567,585.00006104
31.96000000,1.08388567,578.57147217
31.98000000,1.08388567,578.57147217
32.00000000,1.74644184,572.14288330
32.02000000,1.74644184,578.57147217
32.04000000,1.74644184,585.00006104
32.06000000,1.74644184,604.28576660
32.08000000,1.08388567,604.28576660
32.10000000,1.08388567,604.28576660
32.12000000,1.08388567,604.28576660
32.14000000,1.08388567,597.85717773
32.16000000,1.08388567,591.42864990
32.18000000,1.08388567,585.00006104
32.20000000,1.08388567,585.00006104
32.22000000,1.08388567,578.57147217
32.24000000,1.08388567,572.14288330
32.26000000,1.08388567,572.14288330
32.28000000,1.08388567,572.14288330
32.30000000,1.08388567,565.71429443
32.32000000,1.08388567,572.14288330
32.34000000,1.08388567,565.71429443
32.36000000,1.08388567,559.28576660
32.38000000,1.08388567,565.71429443
32.40000000,1.74644184,559.28576660
32.42000000,1.74644184,572.14288330
32.44000000,1.74644184,578.57147217
32.46000000,1.74644184,591.42864990
32.48000000,1.74644184,604.28576660
32.50000000,1.74644184,617.14288330
32.52000000,1.74644184,617.14288330
32.54000000,1.74644184,630.00006104
32.56000000,1.08388567,630.00006104
32.58000000,1.08388567,630.00006104
